date,reserve0,reserve1,token0.name,token1.name,priceUSD
2021-01-02 00:00:00,74242441.170855,95649.633857156044263127,USD//C,Wrapped Ether,775.3145470709969168650930675429555
2021-01-03 00:00:00,81874996.162872,83736.966410609312342016,USD//C,Wrapped Ether,975.9260163513460450868486890759849
2021-01-04 00:00:00,101508029.183392,97501.699407595696019716,USD//C,Wrapped Ether,1040.41733250879698135198395032191
2021-01-05 00:00:00,107112484.913049,96967.739780865723335466,USD//C,Wrapped Ether,1101.743835588448240357620915989441
2021-01-06 00:00:00,113042130.650322,93402.643438810046023733,USD//C,Wrapped Ether,1210.474342328727274877178154724958
2021-01-07 00:00:00,116476204.896108,95371.982809325067923549,USD//C,Wrapped Ether,1221.68432271028633339676045540273
2021-01-08 00:00:00,116668272.771424,95718.32558648652442122,USD//C,Wrapped Ether,1218.588417951225949368630856339548
2021-01-09 00:00:00,116981782.654613,91041.413369525688121794,USD//C,Wrapped Ether,1283.256884131632510399257519118098
2021-01-10 00:00:00,115833157.968866,92050.303036558835740076,USD//C,Wrapped Ether,1259.743164654006005770786985168967
2021-01-11 00:00:00,110555180.730886,101511.341825627069963023,USD//C,Wrapped Ether,1088.253022137701912587784675677617
2021-01-12 00:00:00,110842016.80642,106061.491828268363324571,USD//C,Wrapped Ether,1046.005815519000331803675961281608
2021-01-13 00:00:00,117105654.635622,103745.475630828487305035,USD//C,Wrapped Ether,1128.354543712579578759136910226235
2021-01-14 00:00:00,123015904.636944,100338.242788808056574451,USD//C,Wrapped Ether,1225.864584947348262687801936310545
2021-01-15 00:00:00,124464540.456811,106385.798593177105270668,USD//C,Wrapped Ether,1170.101407864539097508318444459811
2021-01-16 00:00:00,132031832.64064,107102.706121335393172793,USD//C,Wrapped Ether,1232.231464216576582876475422604467
2021-01-17 00:00:00,132419137.192827,107628.205941961721568845,USD//C,Wrapped Ether,1229.977898472526947816164399461102
2021-01-18 00:00:00,134570069.52821,107151.326633264860846853,USD//C,Wrapped Ether,1255.893575973334019114421592429052
2021-01-19 00:00:00,128592100.660624,93562.671221736183192346,USD//C,Wrapped Ether,1374.809870379923056124069847339803
2021-01-20 00:00:00,129377405.845579,93755.839384647962913908,USD//C,Wrapped Ether,1378.749089474629604817017920612641
2021-01-21 00:00:00,113114823.349806,101279.312509861578839876,USD//C,Wrapped Ether,1115.421753089764567656584562254647
2021-01-22 00:00:00,134852591.71758,109057.482291282807566961,USD//C,Wrapped Ether,1235.143596377582147949206251312714
2021-01-23 00:00:00,142021554.032232,115436.093795808257859349,USD//C,Wrapped Ether,1229.559266001848954403111133412516
2021-01-24 00:00:00,152339112.699035,109203.875272743211868006,USD//C,Wrapped Ether,1394.646310416331029700766298159022
2021-01-25 00:00:00,148163255.946146,112281.706638510649077391,USD//C,Wrapped Ether,1320.482331230494460507455385182386
2021-01-26 00:00:00,155567216.819152,114179.239090186756944181,USD//C,Wrapped Ether,1362.270710017054135073036344720446
2021-01-27 00:00:00,150027590.81972,120485.295279283731305216,USD//C,Wrapped Ether,1244.135196105608759869374891785532
2021-01-28 00:00:00,154044062.814131,115477.069759409012004876,USD//C,Wrapped Ether,1333.124079469421949352846432033462
2021-01-29 00:00:00,156023969.399294,112610.243732940406858197,USD//C,Wrapped Ether,1383.573281576338241868574883066208
2021-01-30 00:00:00,151113074.075301,109727.625113407137617641,USD//C,Wrapped Ether,1377.102787255119866789433625171875
2021-01-31 00:00:00,144974837.636682,110593.890148029362646096,USD//C,Wrapped Ether,1313.289145891625894443946448109981
2021-02-01 00:00:00,147899140.213595,107961.044403895424330245,USD//C,Wrapped Ether,1370.761683609194908427900707433978
2021-02-02 00:00:00,149326837.202563,98502.9826004378037454,USD//C,Wrapped Ether,1514.760169195885065580718860496022
